Project Id,Project Title,Company Name,Category Name,
2018,Relais Chateaux,Richard Bernardin,Still Photography,
2019,Time,Brooklyn College,Student,
2022,NYC Color - Rooftop,North Six,Still Photography,
2023,Glamour Cigarettes,Ghibli Media Productions,Still Photography,
2024,Woman is the future of men,Brooklyn College,Student,
2025,LENOVO,"The Custom Family, LLC.",Commercial,
2026,JULY 2012-STYLIST SECTION,Advance Magazine Publishers-Lucky Magazine,Still Photography,
2027,Cnbc brig charity  Event,Interface Communications,Television,
2029,American Vogue  ES,"Advance Magazine Publishers, Inc.",Still Photography,
2030,InStyle Photo Shoot,Picture Farm Productions,Still Photography,
2031,Dunkin Donuts April 2012,Element Productions,Commercial,
2032,Cooking Channel's Game Changers,Leroy and Clarkson,Commercial,
2034,Nike Fuel Band,Fill in the Blank Production,Still Photography,
2039,NYU,"Brinton Services, Inc., DBA Remote Recording",WEB,
2041,Marisota UK,Spike Productions Corp.,Still Photography,
2042,The Insider,CBS Television Distribution,Television,
2043,All On The Line,"Authentic Entertainment, LLC.",Television,
2044,Californication,Blind Decker Productions,Television,
2045,Yeye Bells Shiver,New York University,Student,
2046,ATT April 2012,Biscuit Filmworks,Commercial,
2047,Dudalina,"Liebling, Inc.",Still Photography,
2048,TORY BURCH FALL,North Six,Still Photography,
2049,CBS Upfront,CBS Corp.,Television,
2050,AUHarpersApril19,"Community NYC, Inc. ",Still Photography,
2051,Peter Dinklage  Rolling Stone,Seliger Studio Inc,Still Photography,
2052,Mr. Obscure,Turnpike Productions,Feature Film,
2053,Comedy Awards,"Central Productions - Viacom, Inc.",Commercial,
2054,Tribeca Interview,"Attack Ads, Inc.",Commercial,
2055,Verizon Fios,O-Positive,Commercial,
2056,Odd Squad,Inner Dog Productions,Television,
2057,Comcast 2,O Positive Films,Commercial,
2058,GS Home Shopping photo and video shoot,Joonhan Lee,Commercial,
2060,WH1015,Shake Productions,Still Photography,
2061,ADAM OGDEN COLLEGE ROAD TOUR ,interActive publishing inc.,WEB,
2062,Birdy Bedtime,Brooklyn College,Student,
2063,The Iceman,"Ice Man Productions, LLC",Feature Film,
2064,Hood,Assembly Films,Commercial,
2065,Chasing Balloons,NYU - Shi Wei Zhang,Student,
2066,American Comedy Awards 2012,"Fun and Funny Productions, Inc.",Television,
2068,High Low Project,Firvalley Productions USA Inc,Television,
2070,Wong Fu,DSP Coal,WEB,
2072,League internal video,NFL Films,Documentary,
2073,Madea's Witness Protection - 2nd Unit,"Sign Here Productions, Inc.",Feature Film,
2074,CFDA Awards pt 2,North Six,Still Photography,
2076,Chinese Vogue,Management and Productions,Still Photography,
2077,SPIKE 1,VIACOM- SPIKE TV,Documentary,
2078,HM magazine,Creative Chaos,Still Photography,
2080,MASTERCARD,"Stephanie Cohen Productions, Inc.",Still Photography,
2081,Celebrity Apprentice Finale- Live Show,Reilly Worldwide,Television,
2082,Tom Taylor - AO,"Urban Productions NYC, Inc.",Still Photography,
2083,Nick's Orange Carpet,Cause and Effect,Commercial,
2084,2012 NBC Upfront,NBCUniversal Media LLC,Television,
2085,Food Network Promo,Gangway Films,Commercial,
2086,Sec. D Film Series,New York Film Academy,Student,
2087,Anchors,"Cinema 59 Productions, Inc.",Feature Film,
2088,The Daily Show with Jon Stewart,Hello Doggie Inc. DBA Viacom,Television,
2089,The Jacket,New York University,Student,
2091,Michael Kors Revised,"GE Projects, Inc.",Still Photography,
2092,MH-Atlantic Records,Trish South LLC,Still Photography,
2093,Liver  AT FENCE SQUARE  TIME SQUARE,Univision Radio Network,Television,
2094,Not My Mama's Meals S.2,Follow Productions,Television,
2098,QVC commercial shoot,Short Peace Films Inc.,Commercial,
2100,Delusions of Guinevere,"Dogged Films, LLC.",Feature Film,
2101,Brooks Brothers Fleece,BaM Productions Inc.,Still Photography,
2103,Matthew Charof Short,Autistic Like Me LLC,Feature Film,
2104,JD Williams Catalogue,Spike Productions,Still Photography,
2107,Live cities,Final Cut for Real,Documentary,
2115,Eugene,"Jax Media, LLC",Television,
2117,Quadron photo shoot,Sony Music Entertainment,Still Photography,
2119,Baby Big Shot - ReShoots,Woodridge Productions Inc.,Television,
2120,Posh Pets,Twelve02 Entertainment,Television,
2121,MTV First: The Wanted,Viacom,Television,
2122,Marie Claire Russia April2012,"EREZ SABAG STUDIO, Inc",Still Photography,
2123,DF Case Study,Nicholas Blair A-Media LLC,Commercial,
2126,August Accessories,Hearst ,Still Photography,
2127,Talbots August Book 2012 - Daymion Mardel,Matador Productions Inc,Still Photography,
2128,This American Life - AMV,All Mobile Video,Television,
2129,Brain Games 2,National Geographic Television,Television,
2130,2012 AE Upfront,AE Networks,Television,
2131,AJ CITIZEN VID NYC,Roley Poley Productions,Commercial,
2133,T-NY Times Magazine,Sebastian Kim Inc.,Still Photography,
2135,Nike Jordan,Bobby Kopp Projects,Still Photography,
2136,GIRARD-PERREGAUX PHOTO SHOOT,A and J CONSULTING,Still Photography,
2137,HandM the New Yorkers-2,"Creative Chaos, Inc.",Still Photography,
2138,Bumbloods,Bigapple Films,WEB,
2139,Trinity 2, Eric Rasmussen Production,Still Photography,
2140,Nike Fuel Band Pt 2,Fill in the Blank Production,Still Photography,
2142,Dassault Flying Car,Eric Almas Photography,Commercial,
2143,Ytinas,New York Film Academy,Student,
2144,Guy's Choice Awards,"Good Company Pictures, LLC",Commercial,
2145,Entertainment Tonight,The Insider,Television,
2146,New York and Company,Atlas Productions ,Still Photography,
2147,Care - Days 8 and 9,Wagnervision,Feature Film,
2148,Bailout,"Hit and Run Production, Inc.",Feature Film,
2149,Walgreens,B2-Studios,Commercial,
2150,VH1 Storytellers,"Viacom, Inc.",Television,
2151,Oxygen,Bobs Your Uncle,Commercial,
2157,Weber Urban,Urban NYC ,Still Photography,
2168,Eaton Shirts,First In Service,Still Photography,
2169,Dogs In The City,CBS Corporation,Television,
2171,Admission,"NBC Universal Media, LLC.",Feature Film,
2173,Fall 2012 Photo Shoot,Wanted Shoes,WEB,
2174,27 East,Nicolas Gregory,Television,
2175,Stills Photo Shoot,Leone Ioannou Productions Inc,Still Photography,
2179,State Farm Arts and Sciences,Arts and Sciences,Commercial,
2182,Sephora Hello Kitty,Sephora,Commercial,
2184,The Bank,GEN247 PRODUCTIONS LLC,Feature Film,
2186,Skymag,Urban NYC Productions,Still Photography,
2187,HP,Urban NYC Productions,Still Photography,
2189,CB Muse Magazine,Art Department,Still Photography,
2192,LK Bennett,"Starworks NY, LLC",Still Photography,
2194,Talbots August 2012 - Daymion Mardel,Matador Productions Inc,Still Photography,
2195,Day Sweden,"First In Service Productions, Inc.",Still Photography,
2196,VH1 STORYTELLERS APRIL,"Viacom, Inc.",Television,
2198,Final Reel '12,Three of Us Corporation dba NYCDA,Feature Film,
2199,Andomi Wasted Shoot,Andomi Productions,WEB,
2200,The Newsroom - May 2012,Farnsworth Entertainment Productions LLC,Television,
2201,Badoo Finalist Video,Exposure Communications LLC,Commercial,
2202,The Supertouch Group Collide,Interference Inc. - Unparalleled Guerrilla and Alternative Marketing,Documentary,
2203,Roller Coaster,HungryMan,Commercial,
2204,LOFT,"Atlas Productions NY, Inc.",Still Photography,
2205,WnP Brand Essence,Roger Tully Productions,WEB,
2206,B6,Paradoxal Inc,Commercial,
2208,Vogue Doc,World of Wonder Productions,Documentary,
2209,RH2012,Brian Oakes Design,Still Photography,
2210,IV Burbridge,A Corporation for Art and Commerce,Still Photography,
2211,Opening Night,Rock Shrimp Productions,Television,
2213,Robin Hood,The Artists Company,Commercial,
2214,Seventeen Magazine-College SIP Re-Shoot,Hearst Magazines,Still Photography,
2215,Urban Outfitters Home Catalog,"Urban Outfitters, Inc.",Still Photography,
2216,GIRLS,Half A Yogurt Productions,Television,
2217,Internet Week,Noble Associates,WEB,
2218,Target-8th-17th,"Richard Hall, Inc.",Still Photography,
2220,Signs,New York Film Academy,Student,
2221,XL Alliance,Alsiona,Still Photography,
2222,ALL I NEED RESHOOTS,New York University,Student,
2223,Dinsko,Barnstormer-NY,Commercial,
2224,This Is Your Day,"World Healing Center Church, Inc.",Television,
2225,New Era Caps - Talib Kweli,Picture Farm Productions,Still Photography,
2226,The Execs,"TV Land - Viacom, Inc.",Television,
2227,Thesis Project,New York Film Academy,Student,
2228,AMV -  AEG Digital Media,"All Mobile Video, Inc.",Television,
2229,ALSTATE,ESW PRODUCTIONS LLC-SPOOLNYC,Commercial,
2231,SFU Pipe Band  Avery Fisher Hall,Aura-Sonic Ltd,Documentary,
2232,Match.com,Picture Shack Entertainment,Commercial,
2233,HELLMANN'S,JAYE MURDOCK FOR TAKE STOCK PRODUCTIONS,Commercial,
2234,Town and Country,"Metromotion Productions, Inc",Still Photography,
2235,AB Photo Shoot,Seliger Studio Inc,Still Photography,
2237,NBC Up Front 2012 NYC  10467,Moving Parts,Commercial,
2238,Charmin,East Pleasant,Commercial,
2239,The Limited,North Six,Still Photography,
2240,Teen Vogue - GP,"Urban Productions NYC, Inc.",Still Photography,
2241,ComcastTV,La Banda Films,Commercial,
2242,Maybelline,Identity,Commercial,
2244,Neiman Marcus - Cesar,"The Neiman Marcus Group, Inc.",Still Photography,
2245,ELLE UK,brachfeld ny,Still Photography,
2246,Market Warriors,WGBH Educational Foundation,Television,
2247,Sesame Street - WOTS,Hyperactive Content LLC,Television,
2250,120306 - Stalker,Leroy and Clarkson,Commercial,
2251,Vogue NJR Rag and Bone,"Advance Magazine Publishers, Inc.",Still Photography,
2252,Revlon - Saville,Saville Productions,Commercial,
2253,Palladium Boots Spring,Vice Media,Still Photography,
2254,WNBC Ongoing Campaign,"WNBC - NBCUniversal Media, LLC",Commercial,
2255,Despierta America 15th Anniversary,Univision Radio Network,Television,
2259,Apidra,"Big Splash Productions, Inc.",Still Photography,
2260,Gym Class Heroes - Martyrial Girls,Downtown's Sweetheart LLC,Music Video,
2261,KITCHEN NIGHTMARES,"Upper Ground Enterprises, Inc.",Television,
2262,"LUME Creative Photo Shoot May 4, 2012","Luciano Meyer Creative, LLC.",Still Photography,
2265,Monica Z,Modern Jazz Inc.,Feature Film,
2266,NY Knicks Press Conference,Metrovision,Television,
2267,Gotham Hall.James Beard Foundation,James Beard Foundation ,Feature Film,
2269,DSW,Covey Enterprises,Commercial,
2270,Desperate Endeavors,"Look Before You Leap Film Productions, LLC.",Feature Film,
2271,"Black Dog, Red Dog Re shoots",New York University,Student,
2272,Alzheimers,"Untitled, Inc",Commercial,
2273,BONGO ICONIX,FIRST SHOT PRODUCTIONS,Still Photography,
2274,Untitled Red Thread,Red Thread Productions Inc.,Documentary,
2275,93 Worth Street Development,Woodshed Entertainment,Commercial,
2276,Dates From Hell,"Sharp Entertainment, LLC.",Television,
2277,The Longest Week,"The Hemmings, LLC",Feature Film,
2278,Larry Brought Lemon,New York Film Academy,Student,
2279,Avon: City Rush TV,Identity Media,Commercial,
2280,Acura 2012,MJZ,Commercial,
2281,Tiffany  and Co Atelier,A White Label Product,Commercial,
2282,The Americans,"TVM Productions, Inc. - Fox Entertainment Group",Television,
2283,The Asset,"Fox Entertainment Group, Inc. - Glee",Television,
2284,Snap Shot,Brooklyn College,Student,
2285,LIPA,Sparks Next,Music Video,
2286,Glamour5.7,"Advance Magazine Publishers, Inc",Still Photography,
2287,BUNKER,"BUNKER NY, LLC.",Commercial,
2289,Nuvola,"Metromotion Productions, Inc",Still Photography,
2290,Ellis Island American Stories,True Aim Production,Documentary,
2292,Breaking Amish,Hot Snake Media,Television,
2293,Grazie,BaM Productions Inc.,Still Photography,
2294,Nordstrom August BP,Nordstrom Inc,Still Photography,
2295,Hellmann's video,"Picture Farm II, LLC",Commercial,
2297,Kill Your Darlings-Reshoots,"KYD FILM, LLC",Feature Film,
2298,The Muse,"JOSH HETZLER PRODUCTIONS, INC.",Television,
2299,Sound Shapes,"MBS Productions, Inc.",Commercial,
2300,Sitting Ducks,New York University,Student,
2301,Santoni Shoes- TM,MANAGEMENT ARTISTS,Still Photography,
2302,ANGRY NATION,"LEFT RIGHT, INC.",Television,
2303,105 - Conde Nast,Iggy,WEB,
2304,Chase,Gartner,Commercial,
2305,Doctor Bello,Dr. Bello LLC,Feature Film,
2306,Florence - parking,Advance Magazine Publishers,Still Photography,
2307,Nine West - Photo Shoot,Alsiona,Still Photography,
2308,Untitled Project,CBS Corporation,Television,
2310,Reem Acra,North Six,Still Photography,
2312,Lindeberg,Northsix Productions,Still Photography,
2313,RTN,Hero Content,Commercial,
2314,Coffee,Real Productions Inc,Commercial,
2315,OCHIRLY,GE-Projects,Still Photography,
2316,Maybelline Serial Pictures,Serial Pictures,Commercial,
2317,CFDA Awards 2012,"KCD, Inc.",WEB,
2318,Rabo Bank,Directors Film Company,Commercial,
2319,Intelsat,Metrovision,Television,
2320,NOVA scienceNOW: What Are Animals Thinking,"Little Bay Pictures, LLC",Television,
2321,Blue Man is New York,Blue Man Productions LLC,Still Photography,
2322,The Little Tin Man,Visionheir Pictures LLC,Feature Film,
2323,Western Union,PRODUCERS MANAGEMENT INC,Television,
2324,HM J60 MICKE,"KF STUDIO PRODUCTION, INC.",Still Photography,
2327,New York Show,Paradoxal Inc,Documentary,
2328,Lenovo Still Shoot,Ogilvy and Mather,Still Photography,
2329,Santigold,Ramble West,Music Video,
2332,Suits,"Open 4 Business Productions, LLC",Television,
2333,Dutch Kills,"Dutch Kills the Film, LLC",Feature Film,
2335,The Dr. Oz Show - Wellness Bus,Zoco Productions,Television,
2336,Adult Swim Upfront 2012 - TI,"Not Your Average Production Company, LLC",Television,
2337,The Last of the Great Romantics,"Great Romantics, LLC.",Feature Film,
2338,Avon JBJ,"Metromotion Productions, Inc.",Still Photography,
2339,Nina Shoes 2012,Camilla Lowther Management,Still Photography,
2340,Kelsey Essentials,Rock Shrimp Productions,Television,
2341,Sour Patch Kids,Tool Of North America,Commercial,
2342,MTV SH,"Viacom, Inc.",Television,
2343,The New Anne Burrell Project,Smart Dog Valencia Productions,Television,
2345,Canon Power,"Radical Media, LLC.",Commercial,
2346,Day in the Life NYC Duracell,LET Films,Commercial,
2350,Continental Productions Martini,SCOUT LLC STEVEN CURRIE,Still Photography,
2351,NY,Style - Corriere Della Sera - Rizzoli,Still Photography,
2352,McDonald's Regional,"Them Media, Inc",Commercial,
2353,Lilanz Times Square June 2012,Park Pictures,Commercial,
2354,IBM JAKE CHESSUM,"PICTURE FARM II, LLC.",Commercial,
2355,Maser,B2PRO,Still Photography,
2357,Conor Maynard,Dignity Shame  LLC,Music Video,
2358,Precinct 114,"James Lawler Productions, LLC",WEB,
2359,Scheme Squad,Marguerite Gilbride,WEB,
2363,F12 SME Bank 2,Victoria's Secret Direct,Still Photography,
2364,Fall 2012 Catalogue,Patchwork USA,Still Photography,
2365,Neiman Marcus 051312,"The Neiman Marcus Group, Inc",Still Photography,
2366,Chase Bank,Epoch Films,Commercial,
2367,Newsweek- Ben Watts,"First in Service Productions, Inc.",Still Photography,
2368,JAM,Ironclaw,Commercial,
2369,ELLE MAGAZINE-T WHITESIDE,3 production Inc,Still Photography,
2371,Wheel of Fortune,Quadra Productions Inc,Television,
2372,Byronesque Fashion Film Shoot,Byronesque,WEB,
2373,Waring-Kors,Runner Collective LLC,Still Photography,
2374,Liver Wednesday 16,Univision,Television,
2375,New Pop Culture Production,New Pop Culture - Viacom Inc.,WEB,
2376,FRANCO SARTO- LBY,MANAGEMENT ARTISTS ORGANIZATION,Still Photography,
2377,British Vogue,Atlas Productions ,Still Photography,
2378,AG Hair,Kramer Creative Group DBA: Art Mix the Agency,Still Photography,
2379,USA VONAGE,Jean-Yves Hasson,Commercial,
2380,Carolina Herrera,Alsiona,Still Photography,
2382,FALL 2012,Andrew Marc,Still Photography,
2383,OC Howard Street,"VOGUE - Advance Magazine Publishers, Inc.",Still Photography,
2384,Urban Weber,Urban NYC,Still Photography,
2385,Microsoft Home,Mr. Ed Productions,WEB,
2387,Brooks Brothers Black Fleece 2,BaM Productions Inc.,Still Photography,
2389,Vogue India,"Jake Hakanson, Inc.",Still Photography,
2390,Alla Te Espero,"Basecamp Entertainment, Inc.",Television,
2392,PJK Photo Shoot,Vis Vitae Digital Photography,Still Photography,
2393,Armour - Maurices,Armour Photography,Still Photography,
2394,Elizabeth Arden,Norman Jean Roy Inc. ,Still Photography,
2396,The House That Jack Built,"Walk Up Productions, LLC.",Feature Film,
2397,Varvatos,"Urban Productions NYC, Inc.",Still Photography,
2398,Cole Haan May,"No Wheelies, Inc. ",WEB,
2400,ShopKeepPOS promotional video,gene michael bradley,Commercial,
2402,RF-CHASE,"Trish South, LLC.",Still Photography,
2403,British Marie Claire - Mannequin,Lovely Giant Productions,Still Photography,
2407,CR Halston,"Stardust Visions, Inc.",Still Photography,
2413,CNBC Avery Fisher Hall,Interface Communications,Television,
2415,Camuto Simpson,CXA INC.,Still Photography,
2416,Wendy's Summer BBQ,The Wendy Williams Show,Television,
2418,Glamour-Industria,"Advance magazine publishers, inc",Still Photography,
2419,Escape,Columbia University,Student,
2420,The Breakthrough,PETER VIETRO-HANNUM ,Feature Film,
2422,ORIGINAL MARINES,"P STUDIO PRODUCTIONS, INC.",Still Photography,
2423,A Friend Will Help You Move,"Riff Raff Films, LLC",Feature Film,
2424,NBA Draft Lottery,"ESPN, Inc.",Television,
2425,TJ MAX,The Custom Family,Still Photography,
2426,HBO-Newsroom Promo,HBO ,Commercial,
2427,Studio13,Studio 13 LLC,Feature Film,
2428,Reshoot - AcuraMariano,8112 Studios,Commercial,
2429,Marie Claire Magazine - Dress for Success,Hearst Magazines ,Still Photography,
2430,Another Magazine,Brachfeld NY,Still Photography,
2431,A Magazine Editorial,Pamela Hanson Inc,Still Photography,
2432,A White Label Product Revlon Commercial,A White Label Product,Commercial,
2436,In Lieu of Flowers,"Ambitious Productions, Inc.",Feature Film,
2437,FLAVOR,Danielle Levitt,Documentary,
2438,Fisher Price,2D Photo Productions,Still Photography,
2439,Smart Set,Native Picutres,Still Photography,
2440,Interview,A Corporation for Art and Commerce,Still Photography,
2441,The Wolf of Wall Street,"TWOWS, LLC",Feature Film,
2442,Harpers Tommy MAY,Tali Magal Inc - Freebird Productions,Still Photography,
2443,Evans UK,5 Points Production,Still Photography,
2444,Nissan Altima,Knucklehead,Commercial,
2445,TFS Movie Reshoots,"TFS Movie, LLC",Feature Film,
2446,Glam Fairy Season 2,Hone ,Television,
2447,42,"Ebbets Productions, LLC",Feature Film,
2448,Kingsford Challenge,Gourvitz Communications,Commercial,
2449,Brooklynites,Enrique Pastor,Still Photography,
2450,NBC Macy's July 4th Fireworks,NBC,Television,
2451,Totally Clueless,Magilla Entertainment,Television,
2453,Suits,Crooked River Productions,WEB,
2454,Lazyboy,"Radical Media, LLC",Commercial,
2455,Jane By Design - May '12,"Prodco, Inc.",Television,
2457,I Killed My BFF,"Jarrett Creative Group, Inc.",Television,
2458,Brooks Brothers Barber,"BaM Productions, Inc.",Still Photography,
2459,Skymag.,"Urban Productions NYC, Inc.",Still Photography,
2460,Two Altars,"Aslan Media, Inc.",Feature Film,
2462,Portlandia S2,Sidestreet Entertainment Inc.,Television,
2463,British Elle - Enrique Badulescu,"THREE NYC, LLC JAMIE MCPHEE",Still Photography,
2465,GMM Films,B-Reel Films Inc.,Commercial,
2467,Blue Buffalo,Clarabelle Company LLC,Commercial,
2468,JWT,"MergeLeft Reps, Inc.",Still Photography,
2470,Glamour at Drive In,"Martin Schoeller, LLC",Still Photography,
2471,Apple Gate Farms,Station Film,Commercial,
2472,Arsoa Photoshoot 2,Noir Hanna International,Still Photography,
2473,Byronesque Film Shoot - May 22nd,Byronesque,WEB,
2474,Keisha's Song,New York Film Academy,Student,
2475,Portraits in Union Square by noel spirandelli,noel spirandelli photography,Still Photography,
2476,BREAKING AMISH MAY 23rd,"Insomnia TV, LLC.",Commercial,
2477,UNTITLED LEGAL AID DOCUMENTARY SERIES PILOT,Hybrid Films,Television,
2478,F12 Fall Casual 2,Victoria's Secret Direct - Three Limited Parkway,Still Photography,
2479,Bloomingdales,Metromotion Productions,Still Photography,
2480,Show Cobra Productions,Show Cobra Productions,WEB,
2481,730,CRAIG A DAVIS,Feature Film,
2482,Lysol- Kitchen Soap,"IF Live, LLC New England Weather",Commercial,
2483,NBC Sports,"NBC Universal Media, LLC.",Television,
2484,Neimans 052912,"The Neiman Marcus Group, Inc.",Still Photography,
2485,Neiman Marcus -,Atlas Productions ,Still Photography,
2486,"Wed, May 23rd-24th Frye",Bobby Kopp and Co.,Still Photography,
2487,Hidden History,History,Documentary,
2488,Macys Backstage Pass,iContent,Commercial,
2489,Kilimanjaro,Kili 5 LLC,Feature Film,
2490,LIVE FOOTAGE 1976,Brittany Kubat,Documentary,
2492,Numero Tokyo,Management Artist Organization,Still Photography,
2493,Harpers Tommy MAY 23,"Tali Magal, Inc. ",Still Photography,
2494,Chiara D'este,"One Plus One Management, LLC.",Still Photography,
2495,Kmotion-St. Luke's Hospital PSA,"Kmotion Media, LLC",Commercial,
2496,Einstein On The Beach The Documentary,CounterPoint Motion Pictures LLC,Documentary,
2497,Forever 21 Stills,Sansierra Studio,Still Photography,
2498,Novartis Campaign - Borthwick,Matador Productions ,Still Photography,
2499,Innocence,"Innocence Film Production II, Inc.",Feature Film,
2500,Avon - Far Away Bella,"Metromotion Productions, Inc",Still Photography,
2501,Maybelline NY May 2012 Dream Mouse,Tempesta ,Commercial,
2502,49 Days,Neboya Collective,Feature Film,
2504,1956,Carousel Productions,Feature Film,
2505,Absu,"Act Zero, LLC.",WEB,
2506,Etcetera Fall 2012 Brochure Shoot,Carlisle Etcetera LLC under TOM JAMES COMPANY ,Still Photography,
2508,Comcast Cops,"Humongous Productions, Inc.",Commercial,
2509,Reserved,"Beth Klein Productions, LLC",Still Photography,
2510,Foot Parade,"New York Media, LLC.",Still Photography,
2511,Proexport,Pooltura LLC,Commercial,
2512,Waring-Eloquii,"Michael Waring Runner Collective, LLC",Still Photography,
2514,Noah,"PARAMOUNT OVERSEAS PRODUCTIONS, INC",Feature Film,
2515,Hotel Pennsylvania,"Storm Films, Inc.",Feature Film,
2516,A&E Television Networks – Lifetime - My Life is a Lifetime Movie,"DiGa Vision, LLC.",Documentary,
2517,El Rostro de la Venganza,Telemundo Studios,Television,
2518,Harry Rosen Magazine,Broder Productions,Still Photography,
2519,NYC Zombie Crawl,Backseat Conceptions,WEB,
2520,VMAN-Josh Olins,Camilla Lowther Management LLC,Still Photography,
2522,Broadway Dreams,"TRIA Productions, LLC.",Documentary,
2523,September Men's Book,Nordstrom Inc,Still Photography,
2524,Sedna Turner Sports,Sedna Films,Commercial,
2525,The New York Times Style Magazine - Mati Diop Portrait,The New York Times Style Magazine,Still Photography,
2526,Dell computer print shoot,Contrast Productions,Still Photography,
2529,HEAD OVER HEELS,"Smokestack Productions, Inc.",Feature Film,
2530,Human Trust,"Cross Media International, LLC",Feature Film,
2531,Neimans053112,"The Neiman Marcus Group, Inc.",Still Photography,
2532,SKECHERS,MICHAEL C. MEDBY,Commercial,
2533,PSA NFF,"Gropius, LLC",Commercial,
2534,Prison Inventions,Optomen Productions,Television,
2535,IRL.,CREME productions,Feature Film,
2536,Roe Ethridge - OC Magazine,Artist Commissions,Still Photography,
2537,Rue La La,Erik Almas Photography,Commercial,
2538,How to be Stylish,"Allure-Advance Magazine Publishers, Inc.",Still Photography,
2539,Zarra's Law,"Zarra's Law Productions, LLC",Feature Film,
2540,Unplugged,New Pop Culture for Viacom,Television,
2541,ACP Fashion Shoot,ACP Magazines,Still Photography,
2542,Brooks Chic 2,BaM Productions Inc.,Still Photography,
2544,Restaurant Stakeout 2,Long Pond Media,Television,
2546,China Vogue,"Atlas Productions NY, Inc.",Still Photography,
2547,Verde,"Quixote Studios, LLC",Commercial,
2548,Hypnotic Brass Ensemble,"Aura-Sonic, Ltd",Documentary,
2550,Shinola,Art Department,Still Photography,
2551,Chico's,"2D Productions, LLC.",Still Photography,
2552,PSI Made This,Eld Creative inc,Still Photography,
2554,Fila Personal Performance,James Petrozzello,Still Photography,
2556,Ice,"Suggs Media Productions, Inc.",Feature Film,
2559,TwoAltars Reshoot,Aslan Media Inc,Feature Film,
2560,Symon's Suppers 200 series,"Pre-Sliced Productions, LLC",Television,
2561,Alloy Catalog Shoot,"Delia's, Inc. ",Still Photography,
2562,Appelrath,Six Degrees Production,Still Photography,
2565,NBC Olympics - Evelyn Stevens - Profile,"NBC Universal Media, LLC.",Television,
2566,MSNBC's Up with Chris Hayes,"NBC Universal Media, LLC",Television,
2567,Beach Pillows,Walls Farm Productions,Feature Film,
2568,Project Runway All Stars- Season 2,"Runway Productions, Inc.",Television,
2569,JACOB COHEN,PSTUDIO INC,Still Photography,
2570,Butterflies of Bill Baker,Butterflies of Bill Baker LLC,Feature Film,
2571,Ralph Interactive,Majestic Hour Productions Inc,WEB,
2572,Bird People,Schenk Productions Inc.,Feature Film,
2573,Deichmann,Radical Media,Commercial,
2574,Vogue,"Advance Magazine Publishers, Inc.",Still Photography,
2575,Sept Acc Book,"Nordstrom, Inc.",Still Photography,
2576,PUMA Product Shoot,kirshenbaum bond senecal and partners,Commercial,
2577,Sin Matador,Sin Matador,Feature Film,
2578,NBA Press Conference at The Millenium Hotel,Winick Productions LLC,Television,
2579,Seventeen September Fashion Opener 2012,The Hearst Magazines,Still Photography,
2580,HM Sophie K01,KF Production,Still Photography,
2581,Dior Catalogue,Brachfeld NY,Still Photography,
2582,Give Chase,Adam Laupus,Feature Film,
2583,Barbecue Pitmasters 3,Original Media,Television,
2584,Eileen Fisher-12F WEB Departures and Arrivals Shoot,"Eileen Fisher, Inc.",Still Photography,
2585,Union Jack Square,ALLDAYEVERYDAY,WEB,
2587,Emblem Health Care,"Zephyr Photo Productions, Inc",Still Photography,
2588,My Man Is A Loser,"MML, LLC.",Feature Film,
2589,Sundance,the michael alan group,Commercial,
2592,Jules - Clyde Creative,Clyde Creative,Still Photography,
2593,Whitman,The Hearst Magazines-Cosmopolitan,Still Photography,
2594,WWD Editorial,Michele Filomeno USA LLC,Still Photography,
2595,Lays Flavor Ambush,HSI Productions,Commercial,
2596,LOVEDanielJackson,Management and Production,Still Photography,
2597,FALL PHOTO SHOOT,Nina McLemore,Still Photography,
2598,EVE Grand Central,Golden Age Filmworks Inc,Television,
2600,Best Buy,"HSI Productions, Inc.",Commercial,
2602,Intel Fat Laptops,Bluebeard Productions,Commercial,
2604,1971 Documentary,"Arts Engine, Inc.",Documentary,
2605,When the Bough Breaks,Columbia University,Student,
2606,Esprit 2,"HSI Productions, Inc.",Commercial,
2608,TB Latin NYC1,"Felt Hammer Productions, Inc",Documentary,
2609,NEIMAN MARCUS - WC,"MAREK AND ASSOCIATES, INC.",Still Photography,
2610,CFDA Awards Event Live Hit,Q Local Inc,Television,
2611,Elie Tahari 2012 photo shoot,"Camilla Lowther Management, LLC.",Still Photography,
2612,K and G,"Ryannacy, Inc. ",Commercial,
2613,Mizrahi,Atlas Productions ,Still Photography,
2614,TK12054,TK Digital,Television,
2615,IBM  CMO Event Videos,SMASH Camera,WEB,
2616,Adidas,"General Assembly, Inc.",Still Photography,
2617,PACE 2012,3700 Productions,Commercial,
2618,CHINA VOGUE,"The Custom Family, LLC.",Still Photography,
2619,Hershey's,Humble TV,Commercial,
2620,Daybreak,Iggy,WEB,
2621,Live Viewing of Tony Awards,Alan Wasser Associates,Television,
2622,Pandora,"North Six Films, LLC. dba White Label Product",Commercial,
2623,Haunted London,NBC News,Television,
2624,AMV - Israel Day Parade,All Mobile Video,Television,
2626,Myself Magazine,Isabel Scharenberg Creative Management,Still Photography,
2627,Martha Stewart Weddings,"Metromotion Productions, Inc",Still Photography,
2628,KRACKOON II,Amuck Duck Films,Feature Film,
2629,Beneath the Sheets,James Gittins,Feature Film,
2630,HBO GO  June 2012,Biscuit Filmworks ,Commercial,
